epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
74,676.279,0.56369,0.94025,0.25956,0.38473,0.89753,0.95984,0.94194,0.97775,0.82259,0.95984,0.94194,0.97775,0.78326,0.68044,0.86018,0.05884,0.42992,0.9001,0.0045546,0.0015182,0.0045546,0.0015182,0.0045546,0.0015182,0.0045546,0.0015182
75,685.747,0.53673,0.8924,0.24225,0.35983,0.88281,0.92904,0.92915,0.97482,0.8114,0.92904,0.92915,0.97482,0.77515,0.70157,0.88205,0.05403,0.44686,0.89811,0.0045348,0.0015116,0.0045348,0.0015116,0.0045348,0.0015116,0.0045348,0.0015116
76,693.199,0.55468,0.90233,0.25227,0.36576,0.88809,0.95281,0.92903,0.96656,0.8088,0.95281,0.92903,0.96656,0.77081,0.70483,0.87459,0.05831,0.44781,0.91925,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
77,701.339,0.55608,0.92233,0.27003,0.36982,0.89234,0.91744,0.93196,0.96596,0.80346,0.89838,0.9126,0.93512,0.75793,0.72014,0.88046,0.05911,0.4576,0.91575,0.0044952,0.0014984,0.0044952,0.0014984,0.0044952,0.0014984,0.0044952,0.0014984
78,708.561,0.54589,0.91386,0.24189,0.36906,0.88015,0.95284,0.91245,0.97027,0.81083,0.9461,0.90599,0.96433,0.76482,0.70574,0.89082,0.05623,0.44935,0.9026,0.0044754,0.0014918,0.0044754,0.0014918,0.0044754,0.0014918,0.0044754,0.0014918
79,718.596,0.54308,0.86783,0.2473,0.35763,0.88213,0.95504,0.92903,0.97511,0.81501,0.94841,0.92258,0.96143,0.77224,0.70317,0.87538,0.05258,0.46331,0.91059,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
80,727.422,0.52375,0.86252,0.24163,0.35268,0.87453,0.95413,0.93932,0.97858,0.81413,0.94757,0.93286,0.97352,0.77111,0.69018,0.86289,0.05411,0.43936,0.9046,0.0044358,0.0014786,0.0044358,0.0014786,0.0044358,0.0014786,0.0044358,0.0014786
81,735.34,0.53295,0.85323,0.25073,0.36574,0.88333,0.92281,0.92903,0.97213,0.80278,0.9164,0.92258,0.95947,0.76148,0.68904,0.85364,0.05527,0.46819,0.9117,0.004416,0.001472,0.004416,0.001472,0.004416,0.001472,0.004416,0.001472
82,742.832,0.53353,0.87819,0.23407,0.35909,0.87974,0.91502,0.92903,0.97332,0.8211,0.90866,0.92258,0.96073,0.76909,0.68239,0.83052,0.05604,0.44345,0.90789,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
83,753,0.54333,0.8859,0.23936,0.36565,0.8934,0.94492,0.93548,0.96782,0.82535,0.94492,0.93548,0.95659,0.77735,0.66519,0.85251,0.05847,0.42296,0.90371,0.0043764,0.0014588,0.0043764,0.0014588,0.0043764,0.0014588,0.0043764,0.0014588
84,761.052,0.54133,0.9073,0.25033,0.35957,0.89614,0.94516,0.92258,0.97144,0.81923,0.90197,0.95484,0.96134,0.79293,0.68524,0.8457,0.05316,0.43688,0.90804,0.0043566,0.0014522,0.0043566,0.0014522,0.0043566,0.0014522,0.0043566,0.0014522
85,769.007,0.5268,0.8515,0.24357,0.3545,0.88328,0.88313,0.97501,0.97125,0.81428,0.87144,0.9621,0.95244,0.77264,0.68339,0.85518,0.05183,0.46175,0.91411,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
86,776.282,0.53002,0.85368,0.24072,0.36057,0.88029,0.91775,0.92903,0.96777,0.81253,0.91775,0.92903,0.96777,0.78412,0.68343,0.82533,0.04676,0.4689,0.90866,0.004317,0.001439,0.004317,0.001439,0.004317,0.001439,0.004317,0.001439
87,785.501,0.54111,0.85484,0.24084,0.35951,0.89729,0.95264,0.90852,0.97701,0.81071,0.95264,0.90852,0.97701,0.76827,0.70461,0.89937,0.05006,0.42974,0.90269,0.0042972,0.0014324,0.0042972,0.0014324,0.0042972,0.0014324,0.0042972,0.0014324
88,792.924,0.55296,0.85506,0.23341,0.3685,0.89185,0.90582,0.93081,0.96664,0.80738,0.90582,0.93081,0.96962,0.7661,0.70546,0.89628,0.05013,0.43578,0.91607,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
89,801.503,0.53079,0.7733,0.23104,0.35491,0.87315,0.93026,0.91613,0.96341,0.80923,0.92371,0.90968,0.95198,0.7642,0.68509,0.85141,0.05082,0.4983,0.91164,0.0042576,0.0014192,0.0042576,0.0014192,0.0042576,0.0014192,0.0042576,0.0014192
90,808.671,0.53307,0.80044,0.23444,0.3507,0.88792,0.93833,0.90323,0.97457,0.82115,0.93833,0.90323,0.97457,0.77685,0.6759,0.85791,0.04967,0.47275,0.89242,0.0042378,0.0014126,0.0042378,0.0014126,0.0042378,0.0014126,0.0042378,0.0014126
91,817.508,0.53647,0.85656,0.23844,0.35038,0.88874,0.93968,0.92258,0.97459,0.82625,0.93968,0.92258,0.97459,0.79778,0.65957,0.79743,0.04981,0.44646,0.90544,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
92,825.513,0.52132,0.79537,0.23441,0.3457,0.88657,0.9411,0.92784,0.97079,0.82489,0.9475,0.93156,0.97638,0.7977,0.67184,0.79259,0.04784,0.44229,0.91602,0.0041982,0.0013994,0.0041982,0.0013994,0.0041982,0.0013994,0.0041982,0.0013994
93,832.893,0.51882,0.80639,0.22977,0.35552,0.87016,0.92816,0.92258,0.96808,0.81779,0.93465,0.92903,0.97289,0.8012,0.69573,0.81696,0.04808,0.456,0.92298,0.0041784,0.0013928,0.0041784,0.0013928,0.0041784,0.0013928,0.0041784,0.0013928
94,841.262,0.52308,0.80053,0.23598,0.35595,0.89048,0.94144,0.93342,0.97912,0.82189,0.94144,0.93342,0.97912,0.7823,0.68284,0.80218,0.04795,0.43432,0.9162,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
95,849.803,0.51991,0.79963,0.224,0.35431,0.88107,0.95682,0.92258,0.97641,0.82667,0.95682,0.92258,0.97641,0.80326,0.66314,0.7992,0.04673,0.4245,0.90975,0.0041388,0.0013796,0.0041388,0.0013796,0.0041388,0.0013796,0.0041388,0.0013796
96,858.361,0.52727,0.82391,0.23091,0.35153,0.87848,0.92839,0.92012,0.96675,0.81513,0.92839,0.92012,0.96675,0.78152,0.65584,0.79487,0.04598,0.48826,0.8973,0.004119,0.001373,0.004119,0.001373,0.004119,0.001373,0.004119,0.001373
97,866.5,0.52616,0.78307,0.225,0.34953,0.88546,0.93378,0.91613,0.97198,0.83235,0.93378,0.91613,0.97198,0.79764,0.649,0.77585,0.04658,0.44215,0.88811,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
98,874.239,0.51076,0.79841,0.22227,0.33965,0.8783,0.97199,0.89551,0.96956,0.83,0.97199,0.89551,0.96956,0.80312,0.66683,0.78328,0.04811,0.41565,0.89546,0.0040794,0.0013598,0.0040794,0.0013598,0.0040794,0.0013598,0.0040794,0.0013598
99,883.896,0.51348,0.81015,0.2221,0.34142,0.87665,0.91254,0.95484,0.97255,0.82506,0.90612,0.94839,0.96266,0.78968,0.65591,0.79123,0.04823,0.43769,0.88745,0.0040596,0.0013532,0.0040596,0.0013532,0.0040596,0.0013532,0.0040596,0.0013532
100,891.521,0.51185,0.80202,0.23634,0.34411,0.88073,0.97043,0.91613,0.9759,0.82265,0.96359,0.90968,0.96291,0.79751,0.64957,0.77782,0.04702,0.43003,0.89587,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
101,900.12,0.52667,0.80132,0.2214,0.3468,0.87731,0.95905,0.92258,0.96319,0.81062,0.95228,0.91613,0.94664,0.76999,0.67352,0.84991,0.0502,0.45272,0.90788,0.00402,0.00134,0.00402,0.00134,0.00402,0.00134,0.00402,0.00134
102,907.4,0.50532,0.81721,0.21552,0.34954,0.86951,0.95281,0.90968,0.97531,0.82338,0.94516,0.90323,0.96358,0.79249,0.65635,0.80797,0.04461,0.43665,0.89574,0.0040002,0.0013334,0.0040002,0.0013334,0.0040002,0.0013334,0.0040002,0.0013334
103,916.576,0.52683,0.77844,0.22606,0.34474,0.88053,0.93372,0.92258,0.97287,0.83517,0.92719,0.91613,0.96077,0.80071,0.62481,0.76589,0.0444,0.44056,0.88762,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
104,923.676,0.51688,0.78587,0.22532,0.34823,0.87448,0.94471,0.92258,0.97603,0.82302,0.94471,0.92258,0.97603,0.77374,0.62965,0.83078,0.04423,0.42408,0.89298,0.0039606,0.0013202,0.0039606,0.0013202,0.0039606,0.0013202,0.0039606,0.0013202
105,931.15,0.51151,0.80064,0.22707,0.34263,0.88076,0.93909,0.92258,0.97581,0.81795,0.93909,0.92258,0.9793,0.78873,0.67483,0.82703,0.04261,0.45173,0.91724,0.0039408,0.0013136,0.0039408,0.0013136,0.0039408,0.0013136,0.0039408,0.0013136
106,939.069,0.51334,0.78825,0.22331,0.3422,0.87725,0.9285,0.92162,0.97505,0.82338,0.922,0.91516,0.96221,0.78442,0.64722,0.81044,0.03961,0.45659,0.9052,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
107,948.055,0.51093,0.76839,0.2211,0.33829,0.87821,0.9597,0.92172,0.97881,0.83218,0.9597,0.92172,0.97881,0.79463,0.63864,0.77718,0.04279,0.4213,0.89801,0.0039012,0.0013004,0.0039012,0.0013004,0.0039012,0.0013004,0.0039012,0.0013004
108,956.229,0.50041,0.71544,0.21042,0.3357,0.8744,0.92164,0.92903,0.96856,0.8237,0.92164,0.92903,0.9716,0.7896,0.6508,0.80577,0.0413,0.44548,0.89879,0.0038814,0.0012938,0.0038814,0.0012938,0.0038814,0.0012938,0.0038814,0.0012938
109,964.177,0.51475,0.73549,0.20894,0.33581,0.88057,0.96032,0.91613,0.97193,0.82961,0.96032,0.91613,0.97636,0.80209,0.64904,0.76254,0.04113,0.41397,0.89872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
110,972.333,0.49612,0.74519,0.21718,0.33655,0.87492,0.95982,0.92462,0.97855,0.83533,0.95982,0.92462,0.97855,0.80295,0.64408,0.75302,0.0405,0.41161,0.89736,0.0038418,0.0012806,0.0038418,0.0012806,0.0038418,0.0012806,0.0038418,0.0012806
111,981.802,0.50176,0.75702,0.22203,0.33408,0.87789,0.94703,0.92258,0.97553,0.8315,0.94703,0.92258,0.97553,0.79996,0.64795,0.77245,0.04176,0.43028,0.90061,0.003822,0.001274,0.003822,0.001274,0.003822,0.001274,0.003822,0.001274
112,990.062,0.51332,0.79625,0.20755,0.34322,0.8781,0.95279,0.92903,0.97637,0.83656,0.95279,0.92903,0.97637,0.79985,0.64582,0.76183,0.04266,0.41841,0.89562,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
113,997.923,0.49801,0.75008,0.20886,0.34004,0.87473,0.96018,0.93338,0.9734,0.83223,0.96018,0.93338,0.9734,0.79872,0.63538,0.76456,0.04479,0.4069,0.90044,0.0037824,0.0012608,0.0037824,0.0012608,0.0037824,0.0012608,0.0037824,0.0012608
114,1005.62,0.50099,0.81314,0.20846,0.33537,0.86684,0.9461,0.90604,0.97151,0.83003,0.9461,0.90604,0.97151,0.79421,0.64653,0.76016,0.04452,0.4296,0.89879,0.0037626,0.0012542,0.0037626,0.0012542,0.0037626,0.0012542,0.0037626,0.0012542
115,1013.93,0.50765,0.7337,0.21039,0.33446,0.88084,0.94845,0.92258,0.96515,0.82323,0.9417,0.91613,0.96343,0.76956,0.6576,0.8181,0.04059,0.42409,0.91518,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
116,1021.66,0.51234,0.76321,0.2114,0.33476,0.87516,0.9495,0.92258,0.96363,0.81178,0.94727,0.92714,0.96681,0.77969,0.65323,0.75491,0.03913,0.44139,0.90419,0.003723,0.001241,0.003723,0.001241,0.003723,0.001241,0.003723,0.001241
117,1030.03,0.50098,0.75769,0.20412,0.32609,0.87351,0.94072,0.92258,0.96585,0.82782,0.94358,0.92903,0.9682,0.79698,0.62965,0.74529,0.03804,0.42762,0.88414,0.0037032,0.0012344,0.0037032,0.0012344,0.0037032,0.0012344,0.0037032,0.0012344
118,1037.02,0.49347,0.71864,0.20366,0.33601,0.87875,0.94326,0.92258,0.96968,0.82727,0.94326,0.92258,0.97255,0.7987,0.64732,0.76786,0.03834,0.42946,0.89703,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
119,1045.98,0.49697,0.74441,0.20582,0.3368,0.87014,0.97284,0.91613,0.97631,0.83688,0.97284,0.91613,0.97868,0.80593,0.63778,0.7767,0.03799,0.41209,0.89833,0.0036636,0.0012212,0.0036636,0.0012212,0.0036636,0.0012212,0.0036636,0.0012212
120,1054.23,0.49911,0.73204,0.20903,0.33706,0.87532,0.95389,0.93419,0.97726,0.83424,0.95389,0.93419,0.97726,0.8096,0.64028,0.75822,0.03813,0.41656,0.90224,0.0036438,0.0012146,0.0036438,0.0012146,0.0036438,0.0012146,0.0036438,0.0012146
121,1062.45,0.49523,0.72902,0.21092,0.32795,0.87326,0.9414,0.92903,0.97427,0.82117,0.9414,0.92903,0.97427,0.81017,0.62745,0.74033,0.03986,0.42774,0.89375,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
122,1070.21,0.49039,0.72974,0.20366,0.32742,0.88092,0.97916,0.90917,0.97059,0.8249,0.97916,0.90917,0.97059,0.79636,0.63247,0.74862,0.03973,0.43045,0.90557,0.0036042,0.0012014,0.0036042,0.0012014,0.0036042,0.0012014,0.0036042,0.0012014
123,1080.14,0.48106,0.67256,0.20155,0.31956,0.86947,0.935,0.9281,0.97401,0.83704,0.9285,0.92165,0.96127,0.81337,0.62617,0.74905,0.0379,0.42748,0.90222,0.0035844,0.0011948,0.0035844,0.0011948,0.0035844,0.0011948,0.0035844,0.0011948
124,1087.72,0.4896,0.69581,0.21071,0.32324,0.87682,0.93648,0.91613,0.96676,0.83242,0.93648,0.91613,0.97154,0.79521,0.61615,0.77142,0.03915,0.43628,0.8975,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
125,1095.98,0.50555,0.74377,0.20272,0.33155,0.87744,0.94018,0.92903,0.97173,0.83864,0.94018,0.92903,0.97505,0.80545,0.61375,0.76041,0.03744,0.40792,0.89707,0.0035448,0.0011816,0.0035448,0.0011816,0.0035448,0.0011816,0.0035448,0.0011816
126,1103.3,0.50887,0.67838,0.20449,0.33407,0.88874,0.94368,0.93548,0.97418,0.83769,0.93717,0.92903,0.96428,0.81445,0.63655,0.76791,0.03806,0.41507,0.89955,0.003525,0.001175,0.003525,0.001175,0.003525,0.001175,0.003525,0.001175
127,1111.88,0.49465,0.69329,0.20011,0.32076,0.87724,0.96663,0.93441,0.97119,0.82919,0.96663,0.93441,0.97595,0.81585,0.64894,0.75387,0.03742,0.4157,0.90015,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
128,1118.41,0.4917,0.76253,0.20178,0.3279,0.87612,0.93733,0.92258,0.97056,0.83057,0.93733,0.92258,0.97541,0.81341,0.61932,0.73252,0.03411,0.42057,0.89739,0.0034854,0.0011618,0.0034854,0.0011618,0.0034854,0.0011618,0.0034854,0.0011618
129,1126.36,0.47612,0.67227,0.20136,0.32367,0.87228,0.93104,0.92903,0.96801,0.83582,0.93751,0.93548,0.97324,0.81034,0.61458,0.73583,0.03483,0.41723,0.89487,0.0034656,0.0011552,0.0034656,0.0011552,0.0034656,0.0011552,0.0034656,0.0011552
130,1133.72,0.47787,0.71147,0.20074,0.3202,0.86776,0.92508,0.95591,0.97411,0.83835,0.92395,0.96129,0.96539,0.8136,0.62163,0.74372,0.03671,0.4104,0.89906,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
131,1142.1,0.48078,0.7055,0.19691,0.32138,0.8702,0.90108,0.94027,0.96915,0.84083,0.90108,0.94027,0.97344,0.8205,0.612,0.7238,0.03838,0.42544,0.89246,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142,0.003426,0.001142
132,1150.1,0.47379,0.65727,0.19467,0.31551,0.87051,0.94661,0.91517,0.96945,0.83703,0.91782,0.94839,0.97227,0.81272,0.61541,0.73972,0.03962,0.40773,0.8959,0.0034062,0.0011354,0.0034062,0.0011354,0.0034062,0.0011354,0.0034062,0.0011354
133,1156.81,0.48932,0.69505,0.19676,0.31978,0.87688,0.89206,0.95971,0.97083,0.83483,0.89805,0.96616,0.97419,0.8023,0.62367,0.76036,0.03764,0.40188,0.90141,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
134,1164.3,0.47239,0.6702,0.1997,0.31606,0.87044,0.95313,0.91847,0.97401,0.83818,0.95313,0.91847,0.97401,0.80091,0.61932,0.76148,0.03744,0.40643,0.89092,0.0033666,0.0011222,0.0033666,0.0011222,0.0033666,0.0011222,0.0033666,0.0011222
135,1173.5,0.48846,0.70852,0.19397,0.31823,0.87462,0.91595,0.96129,0.97645,0.84204,0.91595,0.96129,0.97645,0.81697,0.60883,0.70931,0.03737,0.39378,0.89268,0.0033468,0.0011156,0.0033468,0.0011156,0.0033468,0.0011156,0.0033468,0.0011156
136,1179.96,0.48954,0.71775,0.19186,0.32421,0.87523,0.94905,0.92258,0.96865,0.83977,0.95568,0.92903,0.97357,0.81076,0.61433,0.71599,0.03744,0.39541,0.88905,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
137,1188.67,0.48518,0.70867,0.20142,0.323,0.87914,0.95724,0.93548,0.97145,0.83473,0.96345,0.94194,0.97431,0.81979,0.61117,0.70749,0.03457,0.41841,0.89511,0.0033072,0.0011024,0.0033072,0.0011024,0.0033072,0.0011024,0.0033072,0.0011024
138,1195.52,0.48584,0.64369,0.1965,0.32201,0.88086,0.95394,0.93531,0.97543,0.83411,0.96052,0.94168,0.97648,0.81263,0.61631,0.70088,0.034,0.39647,0.89829,0.0032874,0.0010958,0.0032874,0.0010958,0.0032874,0.0010958,0.0032874,0.0010958
139,1204.97,0.46939,0.62951,0.18935,0.3103,0.86349,0.96707,0.92258,0.97356,0.84342,0.95372,0.94194,0.97576,0.8322,0.6268,0.70281,0.03681,0.40689,0.90893,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
140,1212.73,0.47947,0.64384,0.18549,0.30802,0.87585,0.96978,0.93548,0.96727,0.82736,0.95477,0.95339,0.97136,0.82164,0.62753,0.71755,0.03636,0.39777,0.90221,0.0032478,0.0010826,0.0032478,0.0010826,0.0032478,0.0010826,0.0032478,0.0010826
141,1220.56,0.47347,0.65744,0.18329,0.31328,0.87079,0.96294,0.94839,0.97484,0.83779,0.96294,0.94839,0.97484,0.82016,0.59839,0.68921,0.03296,0.38596,0.90067,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076,0.003228,0.001076
142,1228.61,0.49397,0.69938,0.18831,0.3299,0.88316,0.96698,0.94465,0.97222,0.82978,0.96698,0.94465,0.97222,0.82423,0.61271,0.68878,0.03474,0.3873,0.89838,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
143,1237.98,0.48947,0.66721,0.1942,0.32104,0.87678,0.93653,0.95203,0.97198,0.83237,0.93653,0.95203,0.97198,0.82391,0.61572,0.70042,0.0335,0.39139,0.90479,0.0031884,0.0010628,0.0031884,0.0010628,0.0031884,0.0010628,0.0031884,0.0010628
144,1245.21,0.47125,0.65151,0.1909,0.31727,0.87551,0.96927,0.92903,0.9723,0.83894,0.96927,0.92903,0.9723,0.82581,0.6212,0.71353,0.03497,0.40577,0.90465,0.0031686,0.0010562,0.0031686,0.0010562,0.0031686,0.0010562,0.0031686,0.0010562
145,1252.92,0.47462,0.68414,0.19531,0.31752,0.866,0.94004,0.93548,0.97544,0.84252,0.94004,0.93548,0.97544,0.81964,0.60779,0.68223,0.03347,0.40959,0.89743,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
146,1260.94,0.48123,0.67789,0.19157,0.32015,0.87565,0.9582,0.92903,0.97265,0.83725,0.965,0.93548,0.97795,0.82294,0.6085,0.69448,0.03374,0.39513,0.90979,0.003129,0.001043,0.003129,0.001043,0.003129,0.001043,0.003129,0.001043
147,1270.25,0.47969,0.67299,0.18495,0.31259,0.86923,0.94031,0.94194,0.97464,0.8399,0.94698,0.94839,0.97733,0.82254,0.61719,0.70457,0.03401,0.399,0.90941,0.0031092,0.0010364,0.0031092,0.0010364,0.0031092,0.0010364,0.0031092,0.0010364
148,1278.03,0.45555,0.63138,0.1896,0.31061,0.8683,0.95477,0.95328,0.9777,0.84448,0.95477,0.95328,0.9777,0.82669,0.61533,0.69511,0.0352,0.39357,0.9023,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
